,country,page,last_edit,article_quality
18717,Germany,Otto Bohl,801676067,Stub
18718,Germany,Gustav Böhrnsen,766008151,Start
18719,Germany,Ernst Bollmann,785318725,Start
18720,Germany,Gerd Bollmann,718924462,Stub
18721,Germany,Friedrich Bolte,727219294,Stub
18722,Germany,Julia Bonk,782791185,Start
18723,Germany,Johann Christian von Boyneburg,748070319,Stub
18724,Germany,Franz Bracht,770614696,Stub
18725,Germany,"Friedrich Wilhelm, Count Brandenburg",803001112,Stub
18726,Germany,Ferdinand von Bredow,790795907,Stub
18727,Germany,Johann Viktor Bredt,716839880,Start
18728,Germany,Arthur Brill,738900867,Stub
18729,Germany,Hugh Bronson,796893472,Stub
18730,Germany,Manfred Bruns,789065452,Start
18731,Germany,Werner Bruschke,716850828,Stub
18732,Germany,Wilhelm Buck,804952761,Start
18733,Germany,Kurt Bürger,712618222,Stub
18734,Germany,Friedrich Burmeister (politician),790443243,Stub
18735,Germany,Clemens Busch,780887131,Stub
18736,Germany,Rüdiger Butte,785406213,Start
18737,Germany,Rudolf Buttmann,789763952,Stub
18738,Germany,Gottfried Ludolf Camphausen,787462692,Start
18739,Germany,Clemens Heereman von Zuydwyck,736473764,Stub
18740,Germany,Uwe Corsepius,756678805,Stub
18741,Germany,Ludwig Czech,769789402,Stub
18742,Germany,Sevim Dağdelen,707799342,Stub
18743,Germany,Rolf Dahlgrün,723197874,Stub
18744,Germany,Adolf Damaschke,800792154,Start
18745,Germany,Eberhard von Danckelmann,769888374,Start
18746,Germany,Peter Danckert,728833032,Stub
18747,Germany,Hans Demmelmeier,748394461,Stub
18748,Germany,Kaspar Deutschenbaur,757726981,Stub
18749,Germany,Bärbel Dieckmann,770616466,Stub
18750,Germany,Hermann Dietrich,782031885,Start
18751,Germany,Walter Dirks,779887510,Stub
18752,Germany,Jutta Ditfurth,805697724,Stub
18753,Germany,Max Dortu,789450960,Stub
18754,Germany,Bill Drews,750183892,Start
18755,Germany,Josef Duchac,746380058,Stub
18756,Germany,Hugo Eberlein,721838582,Stub
18757,Germany,Werner Eggerath,721838555,Stub
18758,Germany,Paul Freiherr von Eltz-Rübenach,790136341,Stub
18759,Germany,Christian Wilhelm Karl Ewald,764323980,Start
18760,Germany,Manfred Ewald,784323619,Stub
18761,Germany,Adalbert Falk,715863281,Stub
18762,Germany,Heinz Fenrich,704529565,Stub
18763,Germany,Eduard Heinrich von Flottwell,766008096,Start
18764,Germany,Josef Frenken,790444050,Stub
18765,Germany,Wilhelm Salomon Freund,700669417,Stub
18766,Germany,Heinrich von Friedberg,727330325,Stub
18767,Germany,Karl Rudolf Friedenthal,766008162,Stub
18768,Germany,Joss Fritz,802453665,Stub
18769,Germany,Gustav Fuchs,773244543,Start
18770,Germany,Paul Fugger von Kirchberg und Weißenhorn,731899371,Stub
18771,Germany,Fritz Gäbler,778110321,Start
18772,Germany,Heinz Galinski,766006012,Start
18773,Germany,Martin Gauger,803654496,Stub
18774,Germany,Edwin Gebauer,728042865,Start
18775,Germany,Norbert Geis,788848714,Start
18776,Germany,Anton Geiss,764642596,Stub
18777,Germany,Achim Gercke,757725412,Start
18778,Germany,Wolfgang Gerhardt,802292425,Stub
18779,Germany,Peter Gingold,790735086,C
18780,Germany,Leopold Heinrich von Goltz,766011311,Stub
18781,Germany,Thomas Goppel,779486946,Start
18782,Germany,Andreas Gottschalk,708410373,Start
18783,Germany,Sigismund von Götzen,716529241,Stub
18784,Germany,Carl Ludwig Wilhelm Grolman,782281440,Start
18785,Germany,Werner Grossmann,784890331,Stub
18786,Germany,Franz Josef von Gruben,731732309,Stub
18787,Germany,Johanna Grund,720182444,Stub
18788,Germany,Martin Grüner,756678671,Start
18789,Germany,Theodor von Guérard,780983235,Stub
18790,Germany,Christine Haderthauer,797715541,Stub
18791,Germany,Carl Heinrich Wilhelm Hagen,713785389,Start
18792,Germany,Jörg-Uwe Hahn,788257097,Stub
18793,Germany,Ferdinand von Hansemann,719303513,Stub
18794,Germany,Karl-Günther von Hase,735099306,Stub
18795,Germany,Johann Philipp von Hattorf,788924441,Stub
18796,Germany,Evelyn Hecht-Galinski,728833030,Start
18797,Germany,Fritz Heckert,794146332,Stub
18798,Germany,Johann Gustav Heckscher,784778350,Stub
18799,Germany,Johann Heermann (politician),802697565,Start
18800,Germany,Jakob Heller,720108257,Stub
18801,Germany,Willy Hellpach,782175646,Start
18802,Germany,Stefan Herdt,712484241,Stub
18803,Germany,Wolfgang Heyl,798494662,Start
18804,Germany,Bernd Heynemann,798256520,Stub
18805,Germany,Theodor Hillenhinrichs,805328033,Start
18806,Germany,Kurt Hiller,749435568,C
18807,Germany,Johann Hinkel,713018792,Stub
18808,Germany,Burkhard Hirsch,732862897,Stub
18809,Germany,Jenny Hirsch,709601318,Start
18810,Germany,Max Hirsch (labor economist),805727034,Start
18811,Germany,Ernst Höfner,779070026,Stub
18812,Germany,Norbert Holl,721593326,Stub
18813,Germany,Leif-Erik Holm,724302591,Stub
18814,Germany,Hermann Höpker-Aschoff,718940489,Stub
18815,Germany,Franz Hruska,779069993,Stub
18816,Germany,Hauke Jagau,769202227,Start
18817,Germany,Rudolf Jahn,776094556,Stub
18818,Germany,Franz Jakob (politician),798848462,Stub
18819,Germany,Curt Joël,728127168,Start
18820,Germany,Julius Jolly (politician),758064878,Start
18821,Germany,Sylvester Jordan,728127202,Stub
18822,Germany,Manfred Kanther,725708195,Stub
18823,Germany,Ignaz Kiechle,731902994,Stub
18824,Germany,Hans-Jürgen Klein,785439287,Stub
18825,Germany,Andreas Kleinlein,786795539,Start
18826,Germany,Wilhelm Anton von Klewitz,783944989,Stub
18827,Germany,Reinhard Klimmt,766007888,Stub
18828,Germany,Werner Klumpp,773387327,Start
18829,Germany,Eugen von Knilling,798617016,Stub
18830,Germany,Hans Knirsch,787041244,Start
18831,Germany,Dodo von Knyphausen,805876384,Start
18832,Germany,Patrik Köbele,755907521,Start
18833,Germany,Heinrich Köhler,768541572,Stub
18834,Germany,Walter Köhler,764374939,Stub
18835,Germany,Annette Kolb,744848089,Start
18836,Germany,Stefan Körner,779753875,Start
18837,Germany,Rolf Koschorrek,756678905,Stub
18838,Germany,Heinrich Krone,728833392,Stub
18839,Germany,Francis Kruse,791143822,Start
18840,Germany,Richard von Kühlmann,744130468,Stub
18841,Germany,Viktor Külföldi,790773894,Stub
18842,Germany,Alfred Kurella,728446551,Stub
18843,Germany,Ludwig Landmann,729529631,Stub
18844,Germany,Albert Lehmann,799780288,Stub
18845,Germany,Eveline Lemke,733262800,Stub
18846,Germany,Helmut Lemke,726804496,Stub
18847,Germany,Hans Leussink,720468197,Stub
18848,Germany,Ernst Maria Lieber,774935896,Start
18849,Germany,Sophie Liebknecht,786481130,Stub
18850,Germany,Adrian von der Linde,738767098,Stub
18851,Germany,Justin von Linde,745447409,Stub
18852,Germany,Friedrich von Lindequist,791531948,Stub
18853,Germany,Carsten Linnemann,802209817,C
18854,Germany,Walter Linse,797877388,Start
18855,Germany,Burkhard Lischka,708079302,Start
18856,Germany,Peter Lorenz,751718674,Stub
18857,Germany,Christian Gottfried Lorsch,803197337,Start
18858,Germany,Gesine Lötzsch,803236744,Start
18859,Germany,Johannes Ludewig,797155740,Start
18860,Germany,Wilfried Maaß,785939380,Stub
18861,Germany,Helmuth von Maltzahn,720054719,Stub
18862,Germany,Max Maurenbrecher,768224894,Stub
18863,Germany,Robert Mayr-Harting,802456930,Stub
18864,Germany,Alfred Mechtersheimer,795025304,Start
18865,Germany,Herbert Mies,805416381,Start
18866,Germany,Julius von Mirbach,707213195,Stub
18867,Germany,Rudi Mittig,787353268,Stub
18868,Germany,Max Montgelas,785442722,Start
18869,Germany,Lina Morgenstern,760584475,Stub
18870,Germany,Alfred Müller-Armack,787708048,Stub
18871,Germany,Oskar Müller,723011691,Stub
18872,Germany,Werner Münch,728127364,Start
18873,Germany,Philipp Murmann,686349441,Stub
18874,Germany,Gustav Neuring,763247319,Stub
18875,Germany,Hubert Ney,766008112,Stub
18876,Germany,Maria Noichl,773853256,Start
18877,Germany,Konstantin von Notz,783432695,Stub
18878,Germany,Georg Nusch,726869372,Stub
18879,Germany,Melanie Oßwald,723569805,Stub
18880,Germany,Manfred Ostermann,791394586,Stub
18881,Germany,Jochen Ott,803354670,Stub
18882,Germany,Karl Otto Paetel,784057010,Start
18883,Germany,Udo Pastörs,796418409,Start
18884,Germany,Josef Pfitzner,787817127,Start
18885,Germany,Gunter Pleuger,732863323,Start
18886,Germany,André Poggenburg,793006386,Stub
18887,Germany,Ramona Pop,705228603,Stub
18888,Germany,John Prince-Smith,758770905,Start
18889,Germany,Karl Ernst Rahtgens,790102060,Stub
18890,Germany,Christian Raster,727507621,Start
18891,Germany,Karl Ravens,749401812,Start
18892,Germany,Heribert Rech,788603386,Start
18893,Germany,August Reinsdorf,802473225,Start
18894,Germany,Bernd Richter,785085345,Stub
18895,Germany,Gerhart M. Riegner,705842209,Start
18896,Germany,Bernd Riexinger,802155512,Start
18897,Germany,Ludwig von Rochau,748296108,Start
18898,Germany,Hermann Roeren,728127307,Stub
18899,Germany,Alfred Roth,715640467,Stub
18900,Germany,Mayer Carl von Rothschild,771538484,Start
18901,Germany,Willy Rumpf,756676949,Stub
18902,Germany,Dieter Sauberzweig,748842798,Stub
18903,Germany,Karl Friedrich von Savigny,790061441,Start
18904,Germany,Dietrich Schaeffer,709606379,Stub
18905,Germany,Alexander Schalck-Golodkowski,756677169,Start
18906,Germany,Eduard von Schele zu Schelenburg,794167841,Start
18907,Germany,Ernst Scheller,756677410,Stub
18908,Germany,Friedrich Ernst Scheller,799896287,Start
18909,Germany,Ernst Wilhelm von Schlabrendorf,773830710,Stub
18910,Germany,Nils Schmid,778890745,Stub
18911,Germany,Auguste Schmidt,785399343,Stub
18912,Germany,Otto Schmirgal,767960248,Stub
18913,Germany,Andreas Schockenhoff,721588768,Stub
18914,Germany,Ludwig Scholz,801179457,Stub
18915,Germany,Rupert Scholz,749576930,Stub
18916,Germany,Jörg Schönbohm,720475885,Stub
18917,Germany,Burghard Freiherr von Schorlemer-Alst,728147757,Stub
18918,Germany,Christian Mathias Schröder,764051682,Stub
18919,Germany,Friedrich von Schrötter,724121703,Start
18920,Germany,Heffa Schücking,741917180,Start
18921,Germany,Wolfgang Schulhoff,719901379,Stub
18922,Germany,Dieter Schulte,799875619,Start
18923,Germany,Werner Schulz,684537777,Start
18924,Germany,Gerhart von Schulze-Gävernitz,743821508,Stub
18925,Germany,Heinrich Schwarz (politician),781434866,Stub
18926,Germany,Hans Graf von Schwerin-Löwitz,712958855,Stub
18927,Germany,Detlef Seif,806247924,Start
18928,Germany,Sebastian Seiler,788120530,Start
18929,Germany,Andreas Settele,744456624,Stub
18930,Germany,Ernst Siehr,745371095,Start
18931,Germany,Carsten Sieling,803521362,Start
18932,Germany,Georg von Siemens,790156799,Start
18933,Germany,Ludwig Simon,783481889,Stub
18934,Germany,Paul Singer (politician),727708203,Stub
18935,Germany,Michael Sladek,779070117,Stub
18936,Germany,Michael Sommer,784104827,Stub
18937,Germany,Lothar Späth,803986413,Start
18938,Germany,Franz Spina,743819607,Start
18939,Germany,Malte Spitz,784803669,Start
18940,Germany,Karl von Spreti,803239531,Start
18941,Germany,Max Stadler,706339506,Start
18942,Germany,Friedrich August von Staegemann,803622762,Stub
18943,Germany,Wolfgang Stammberger,734138330,Stub
18944,Germany,Theodor Steltzer,798689600,Start
18945,Germany,Hermann von Stengel,754332339,Stub
18946,Germany,Fritz Sternberg,789614216,Stub
18947,Germany,Gero Storjohann,732863087,Start
18948,Germany,Karin Struck,801282145,Stub
18949,Germany,Heinrich Sudermann,727226171,Stub
18950,Germany,Michael Swierczek,805663286,Stub
18951,Germany,Wladislaw Taczanowski,746749087,Stub
18952,Germany,Eberhard Taubert,797509430,C
18953,Germany,Otto Telschow,792496144,Start
18954,Germany,Fritz Theilen,788567507,Start
18955,Germany,Gerhard Thielcke,703857757,Stub
18956,Germany,Heinrich von Tiedemann,708568482,Stub
18957,Germany,Lotte Toberentz,705383874,Start
18958,Germany,August von Trott zu Solz,740297450,Start
18959,Germany,Gustav Trunk,738570205,Start
18960,Germany,Karl Twesten,782784333,C
18961,Germany,Mathilde Vaerting,743820561,Stub
18962,Germany,Bruno Vogel,767692722,Stub
18963,Germany,Georg Voigt (politician),714033159,Stub
18964,Germany,Gerhard Wack,704530012,Stub
18965,Germany,Johann Wadephul,791151201,C
18966,Germany,Wilhelm Wallbaum,734485661,Stub
18967,Germany,Walter Wallmann,718546227,Start
18968,Germany,Fritz Walter (politician),806063043,Stub
18969,Germany,Karl Weber (German politician),788845217,Start
18970,Germany,Wilhelm von Wedell-Piesdorf,764958661,Start
18971,Germany,Oliver Wehner,779207066,Start
18972,Germany,Marcus Weinberg,788989485,Start
18973,Germany,Otto Weinkamm,720927455,Stub
18974,Germany,Ingo Wellenreuther,765174206,Stub
18975,Germany,Paul Wessel,766011340,Start
18976,Germany,Moritz Wiggers,784092463,Stub
18977,Germany,Otto Winzer,766011282,Stub
18978,Germany,Klaus Wiswe,806214024,Start
18979,Germany,Johann Wittenborg,767346218,Start
18980,Germany,Hermann Wittich,720462995,Stub
18981,Germany,Richard Witting,712583819,Start
18982,Germany,Johann Christoph von Wöllner,766008129,Start
18983,Germany,Andrea Wolf,739896189,Start
18984,Germany,Walter Wolf (politician),787462640,C
18985,Germany,Birgitta Wolff,782723804,Start
18986,Germany,Philipp Wurzbacher,750607043,Stub
18987,Germany,Wolfgang Yorck von Wartenburg,770595619,Stub
18988,Germany,Joachim Zeller,757726617,Start
18989,Germany,Werner E. Ablaß,728833751,Start
18990,Germany,Rudolf Bahro,770179798,Stub
18991,Germany,Otto Ballerstedt,763382240,Stub
18992,Germany,Karl Theodor Bayrhoffer,797043131,C
18993,Germany,Otto Beck,731738359,Start
18994,Germany,Hermann von Beckerath,748783858,Stub
18995,Germany,Gerhard Besier,781997919,Start
18996,Germany,Georg Bernhard Bilfinger,678140107,Stub
18997,Germany,Karl Hermann Bitter,684525811,Stub
18998,Germany,Georg von Blumenthal,728641340,Stub
18999,Germany,Herbert von Bose,718941687,Stub
19000,Germany,Heinrich Bretthorst,805961602,Stub
19001,Germany,Rudolf Brinkmann (Secretary of State),762011471,Start
19002,Germany,Alois von Brinz,791185062,C
19003,Germany,Heinrich von Brühl,783164612,Start
19004,Germany,Ignatz Bubis,751125464,Start
19005,Germany,Walter Buchheim,744205127,Start
19006,Germany,"Hans, Count von Bülow",790340345,Start
19007,Germany,Ludwig Camerarius,754489175,Stub
19008,Germany,Georg Cracow,785232297,Start
19009,Germany,Wolfgang Heribert von Dalberg,795206556,Start
19010,Germany,Willy Damson,774512928,Start
19011,Germany,Jörg Dräger,797699546,Start
19012,Germany,Fritz Eberhard,805150890,B
19013,Germany,Carl Gottlieb Ehler,785875771,C
19014,Germany,John Ehret,804325353,C
19015,Germany,Karl Eichfeld,783602258,Start
19016,Germany,Dieter Engels,773590892,Start
19017,Germany,Christian August von Eyben,710911349,Stub
19018,Germany,Georg Fein,769044864,Stub
19019,Germany,Tatjana Festerling,798768380,C
19020,Germany,Heinrich Fleißner,783025603,Start
19021,Germany,Friedrich von Gentz,784647257,Start
19022,Germany,Albrecht Glaser,756469212,C
19023,Germany,Christa Goetsch,797804132,Start
19024,Germany,Joseph Görres,773833368,Start
19025,Germany,Eberhard Gothein,742160158,Start
19026,Germany,Gerd Greune,718719689,Start
19027,Germany,Gert Haller,797061746,Start
19028,Germany,Karl August von Hardenberg,790898849,Stub
19029,Germany,Friedrich Harkort,785229231,C
19030,Germany,Karl Harrer,711147128,Start
19031,Germany,Theodor Haubach,720312060,Start
19032,Germany,Joseph Heine,761999946,Start
19033,Germany,Wolfgang Heinz (politician),793841355,C
19034,Germany,Steffen Heitmann,713083648,C
19035,Germany,Hermann Heller (legal scholar),720085815,Stub
19036,Germany,Ernst Henrici,796410342,Start
19037,Germany,Rudolf Hilf,801427027,Start
19038,Germany,Joseph Hillebrand,783131173,Start
19039,Germany,Oskar von Hindenburg,785666998,Stub
19040,Germany,Hilmar Hoffmann,803783591,C
19041,Germany,Oskar Hoffmann (politician),787884459,Start
19042,Germany,Herwart von Hohenburg,767563553,Start
19043,Germany,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",805739076,C
19044,Germany,Hermann Eduard von Holst,728979220,Start
19045,Germany,Friedrich von Holstein,804742168,Start
19046,Germany,Christoph Ernst von Houwald,724872861,Start
19047,Germany,Karl Heinrich von Hoym,799094340,Start
19048,Germany,Bernd Hüttemann,716165385,Stub
19049,Germany,Julius Jolly (Indologist),746928164,Stub
19050,Germany,Richard Kaselowsky (died 1921),706548224,Stub
19051,Germany,Erich Klausener,749773420,Stub
19052,Germany,Johann Ludwig Klüber,755343265,Start
19053,Germany,Caio Koch-Weser,742697315,Start
19054,Germany,Eugen Kogon,747122691,Stub
19055,Germany,Nikolaus Krell,792838312,Start
19056,Germany,Gottlob Johann Christian Kunth,713684076,Stub
19057,Germany,Dieter Kunzelmann,722242389,Stub
19058,Germany,Johann von Leuchselring,718104600,Stub
19059,Germany,Felix Lichnowsky,717539993,Start
19060,Germany,Moriz Lieber,775882013,Stub
19061,Germany,Adolphe Low,799895566,Start
19062,Germany,Hans Lukaschek,804978163,C
19063,Germany,Ludwig von Lützow (politician),797402657,Start
19064,Germany,Carl Otto von Madai,784444926,Start
19065,Germany,Nico Marquardt,787506524,Start
19066,Germany,Gerhard Mayer-Vorfelder,787506447,Stub
19067,Germany,Stephan Ernst Johann Mayer,715106494,Stub
19068,Germany,Johann Friedrich von Meyer,719521006,Stub
19069,Germany,Armin Mohler,720027234,Stub
19070,Germany,Wolfgang Müller von Königswinter,791011855,Start
19071,Germany,Friedrich von Müller (statesman),786993416,Start
19072,Germany,Karl von Müller,787506054,Start
19073,Germany,Joseph Musiol,745954139,C
19074,Germany,Theodor Olshausen,800746862,C
19075,Germany,Dietrich Heinrich Ludwig von Ompteda,732650340,Start
19076,Germany,Max von Oppenheim,754375956,Stub
19077,Germany,Christian Friedrich von Otto,758375728,Start
19078,Germany,Hans Paasche,789716106,Start
19079,Germany,Friedrich Peus,756249092,Stub
19080,Germany,Friedrich-Carl Peus,722213816,Start
19081,Germany,H. Busso Peus,791438265,Stub
19082,Germany,Franz Seraph von Pfistermeister,787352243,Start
19083,Germany,Adolf Pilar von Pilchau,787349597,C
19084,Germany,Michael Poeschke,804957332,Stub
19085,Germany,Jens Pühse,721509220,Stub
19086,Germany,Eduard Puricelli,791634849,GA
19087,Germany,Werner Rackwitz,806017883,Start
19088,Germany,Johan Rantzau,763335694,C
19089,Germany,Bernd Reichelt,709851246,Start
19090,Germany,Max Adolf Richter,794833110,C
19091,Germany,Moritz Rittinghausen,740484440,Start
19092,Germany,Richard Schauffele,793983174,Start
19093,Germany,Anna Schepeler-Lette,746328827,Start
19094,Germany,Paul Schiemann,798731142,Stub
19095,Germany,Helmut Schlesinger,791548986,C
19096,Germany,Friedrich Gustav Carl Ulrich Franz von Schnehen,795751771,Start
19097,Germany,Franz Erwein von Schönborn-Wiesentheid,798687410,Start
19098,Germany,"Joachim, Count of Schönburg-Glauchau",749836087,Stub
19099,Germany,Peter Schott,772947549,C
19100,Germany,Ehrengard Schramm,749776480,C
19101,Germany,Robert Schuman,767691538,Stub
19102,Germany,"Adam, Count of Schwarzenberg",798483523,C
19103,Germany,Veit Ludwig von Seckendorff,788503114,C
19104,Germany,Joachim Siegerist,725041109,Start
19105,Germany,Walter Simon (philanthropist),779688110,C
19106,Germany,Paul Spiegel,794587362,Stub
19107,Germany,Gerhard Stahl,708890424,Stub
19108,Germany,Karl von Starck,804701901,Start
19109,Germany,Gustav Adolf Steengracht von Moyland,796372049,C
19110,Germany,Anton of Stolberg-Wernigerode,788850847,Start
19111,Germany,Henry Ernest of Stolberg-Wernigerode,747256516,Start
19112,Germany,Anna Strohsahl,800727235,Start
19113,Germany,Gustav Struve,798493083,Stub
19114,Germany,Jacob Sturm von Sturmeck,771228780,Stub
19115,Germany,Bertram von Sturm,720441803,C
19116,Germany,Wolfgang Templin,796007795,Stub
19117,Germany,Stanislaw Trabalski,788852689,Start
19118,Germany,Axel Troost,806129663,Start
19119,Germany,Heinrich Voelter,805160800,Start
19120,Germany,Benedict Waldeck,771009025,Stub
19121,Germany,Philipp Wasserburg,798690668,C
19122,Germany,Helene Wessel,797247588,C
19123,Germany,Ralf Wieland,720145425,Stub
19124,Germany,Emil Wutzky,721085876,Start
19125,Germany,Karl Zell,749777527,Start
19126,Ghana,Alima Mahama,733839498,Start
19127,Ghana,List of Ghanaian politicians,737496663,Start
19128,Ghana,Catherine Afeku,802981706,Start
19129,Ghana,Barbara Ayisi Acher,778817290,Start
19130,Ghana,Ama Ata Aidoo,788851128,Start
19131,Ghana,Gloria Akuffo,704816808,Start
19132,Ghana,Sophia Akuffo,718873001,Stub
19133,Ghana,Rebecca Akufo-Addo,751399111,Start
19134,Ghana,Matilda Amissah-Arthur,779394002,Start
19135,Ghana,Cecilia Gyan Amoah,765438219,Start
19136,Ghana,Gloria Amon Nikoi,800666127,Start
19137,Ghana,Gifty Twum Ampofo,788411315,Start
19138,Ghana,Marietta Brew Appiah-Oppong,795941949,Start
19139,Ghana,Joyce Aryee,706972267,Start
19140,Ghana,Gladys Asmah,805766045,Stub
19141,Ghana,Dzifa Ativor,804977966,C
19142,Ghana,Shirley Ayorkor Botchway,797748613,Stub
19143,Ghana,Juliana Azumah-Mensah,789645777,Start
19144,Ghana,Joyce Bamford-Addo,798623020,Start
19145,Ghana,Samira Bawumia,788809621,C
19146,Ghana,Hanna Louisa Bissiw,702964122,Start
19147,Ghana,Woyiram Boakye-Danquah,662681733,Start
19148,Ghana,Mary Salifu Boforo,723579808,Start
19149,Ghana,Comfort Doyoe Cudjoe-Ghansah,794624640,Stub
19150,Ghana,Mabel Dove Danquah,800778957,Start
19151,Ghana,Cecilia Dapaah,784910895,Start
19152,Ghana,Obuobia Darko-Opoku,788850737,Stub
19153,Ghana,Anita De Sosoo,764349408,Stub
19154,Ghana,Sophia Oboshie Doku,804925359,Start
19155,Ghana,Akua Donkor,794588077,Stub
19156,Ghana,Gifty Oware-Aboagye,786735940,Stub
19157,Ghana,Gina Blay,757540278,C
19158,Ghana,Mary Grant (politician),791332371,Stub
19159,Ghana,Susanna Al-Hassan,805803001,Start
19160,Ghana,Sally Hayfron,805803116,Stub
19161,Ghana,Bernice Adiku Heloo,742088280,Stub
19162,Ghana,Cecilia Johnson,801424224,Start
19163,Ghana,Gifty Klenam,801571931,C
19164,Ghana,Mavis Hawa Koomson,703821686,Stub
19165,Ghana,Theresa Kufuor,791155189,Stub
19166,Ghana,Gifty Eugenia Kusi,795709449,Stub
19167,Ghana,Lordina Mahama,765437651,Start
19168,Ghana,Mercy Bampo Addo,793447172,Stub
19169,Ghana,Mercy Yvonne Debrah-Karikari,792898838,Start
19170,Ghana,Mildred Christina Akosiwor Fugar,793822645,Start
19171,Ghana,Joyce Bawah Mogtari,789515197,C
19172,Ghana,Betty Mould-Iddrisu,797709207,C
19173,Ghana,Ama Nkrumah,788851063,Stub
19174,Ghana,Samia Nkrumah,804238057,Start
19175,Ghana,Elizabeth Ofosu-Agyare,717589471,Stub
19176,Ghana,Abena Osei Asare,706152385,Start
19177,Ghana,Barbara Oteng Gyasi,803590001,C
19178,Ghana,Francisca Oteng-Mensah,798490596,C
19179,Ghana,Otiko Afisa Djaba,768565841,Start
19180,Ghana,Ursula Owusu,796342506,Start
19181,Ghana,Freda Akosua Prempeh,792689243,Stub
19182,Ghana,Salma Frances Mancell-Egala,800144394,Start
19183,Ghana,Sophia Horner-Sam,783922045,Start
19184,Ghana,Della Sowah,804062907,Stub
19185,Ghana,Theresa Amerley Tagoe,764911200,C
19186,Ghana,Hanna Tetteh,791606509,C
19187,Ghana,Victoria Hammah,788851336,Start
19188,Ghana,Vida Amaadi Yeboah,796477128,C
19189,Ghana,Emmanuel Kwasi Kotoka,790861168,Stub
19190,Ghana,Mustapha Abdul-Hamid,796389354,C
19191,Ghana,Sulemana Alhassan,791311050,Stub
19192,Ghana,John Kufuor,737833181,Stub
19193,Ghana,Cabinet of Ghana,801722677,Stub
19194,Ghana,Albert Abongo,800729937,Start
19195,Ghana,Kwadwo Adjei-Darko,793582724,Start
19196,Ghana,Kwamena Ahwoi,806279951,Start
19197,Ghana,Joseph Aidoo,796320459,Stub
19198,Ghana,Paul Evans Aidoo,757618465,Stub
19199,Ghana,Ernest Ako,791493454,Stub
19200,Ghana,Joseph Amenowode,788850702,Start
19201,Ghana,Christopher Ameyaw-Akumfi,765224346,Stub
19202,Ghana,Reginald Reynolds Amponsah,788852849,Start
19203,Ghana,Imoro Andani,789844942,Stub
19204,Ghana,Joe Appiah,788850756,Stub
19205,Ghana,Moses Asaga,788850777,Start
19206,Ghana,Nii Armah Ashitey,788850803,Stub
19207,Ghana,Alexander Asum-Ahensah,797494501,Start
19208,Ghana,Cletus Avoka,749298143,Stub
19209,Ghana,Mahama Ayariga,794011113,Start
19210,Ghana,Alhassan Azong,792899305,Stub
19211,Ghana,Alban Bagbin,794650630,Start
19212,Ghana,Nayon Bilijo,794659401,Start
19213,Ghana,Edward Omane Boamah,794901677,Start
19214,Ghana,Christine Churcher,797650054,Start
19215,Ghana,Henry Seidu Daanaa,765199255,Stub
19216,Ghana,Collins Dauda,800726204,Stub
19217,Ghana,Kwabena Donkor,801712252,Start
19218,Ghana,Roger Joseph Felli,764909817,Start
19219,Ghana,Inusah Fuseini,789143216,Start
19220,Ghana,Joe Ghartey,765224328,Stub
19221,Ghana,Joe Gidisu,799766637,C
19222,Ghana,George Gyan-Baffour,788852681,Start
19223,Ghana,Clement Kofi Humado,796721495,Start
19224,Ghana,Haruna Iddrisu,788850982,Start
19225,Ghana,Henry Ford Kamel,802985537,Start
19226,Ghana,Mahmud Khalid,772958432,Stub
19227,Ghana,Robert Kotei,796721241,Start
19228,Ghana,Stephen Amoanor Kwao,732712623,Start
19229,Ghana,Fiifi Fiavi Kwetey,788852288,Start
19230,Ghana,Nana Oye Lithur,799156758,C
19231,Ghana,Emmanuel Adama Mahama,788851037,Start
19232,Ghana,Enoch Teye Mensah,788851073,Start
19233,Ghana,Joseph Henry Mensah,805770203,Start
19234,Ghana,Muhammad Mumuni,788851149,Stub
19235,Ghana,Paa Kwesi Nduom,788851178,Start
19236,Ghana,Esther Obeng Dapaah,718632666,Stub
19237,Ghana,Jacob Otanka Obetsebi-Lamptey,789512551,Start
19238,Ghana,Samuel Ofosu-Ampofo,788852102,Start
19239,Ghana,Elizabeth Ohene,788852096,C
19240,Ghana,Hackman Owusu-Agyeman,788852088,Stub
19241,Ghana,Abdul-Rashid Pelpuo,774157951,Stub
19242,Ghana,Florence Oboshie Sai-Coffie,788851278,C
19243,Ghana,Alex Segbefia,789388677,Start
19244,Ghana,Mumuni Abudu Seidu,788851315,C
19245,Ghana,Abubakar Boniface Siddique,801179602,Start
19246,Ghana,Amin Amidu Sulemana,799970838,C
19247,Ghana,C.K. Tedam,799989942,C
19248,Ghana,Mark Woyongo,772790308,Stub
19249,Ghana,Bawa Andani Yakubu,788851361,Start
19250,Ghana,Andrews Adjei-Yeboah,775075820,Stub
19251,Ghana,Abraham Ossei Aidooh,788852857,Stub
19252,Ghana,Ama Benyiwa-Doe,797892047,C
19253,Ghana,John Dramani Mahama,788850762,Stub
19254,Ghana,Malik Al-Hassan Yakubu,793373963,Start
19255,Ghana,"MPs elected in the Ghanaian parliamentary election, 2012",788852828,Stub
19256,Ghana,"MPs elected in the Ghanaian parliamentary election, 2016",788850809,Stub
19257,Ghana,Abrah Comfort Rosemond,797493061,Start
